t;K;theta_a;theta_o;theta_h;ll
0;0.4343;26.7;43.2;51.1;0
1;0.4331;26.8;43.2;51.1;0
2;0.4327;26.8;43.2;51.2;0
3;0.4343;26.7;43.3;51.2;0
4;0.4335;26.8;43.3;51.2;0
5;0.433;26.8;43.4;51.2;0
6;0.4323;26.8;43.4;51.2;0
7;0.4349;26.9;43.4;51.2;0
8;0.4356;26.9;43.5;51.1;0
9;0.4322;27.0;43.6;51.1;0
10;0.4319;27.0;43.5;51.1;0
11;0.4339;27.1;43.6;51.2;0
12;0.4317;27.1;43.7;51.1;0
13;0.4353;27.1;43.6;51.1;0
14;0.4359;27.0;43.7;51.3;0
15;0.4358;27.1;43.8;51.2;0
16;0.4346;27.0;43.7;51.3;0
17;0.4343;27.0;43.8;51.2;0
18;0.4346;27.1;43.8;51.3;0
19;0.4364;27.1;43.9;51.4;0
20;0.4338;27.1;43.9;51.4;0
21;0.4299;27.0;43.9;51.4;0
22;0.4321;27.0;43.9;51.4;0
23;0.4323;26.9;43.9;51.3;0
24;0.4337;26.8;44.0;51.3;0
25;0.4325;26.8;44.1;51.4;0
26;0.4329;26.9;44.0;51.3;0
27;0.4327;26.8;44.0;51.4;0
28;0.4339;26.8;44.0;51.5;0
29;0.432;26.8;44.2;51.4;0
30;0.4325;26.7;44.2;51.4;0
31;0.4357;26.8;44.2;51.5;0
32;0.4341;26.8;44.3;51.5;0
33;0.433;26.9;44.3;51.6;0
34;0.4317;26.9;44.3;51.5;0
35;0.4322;26.9;44.4;51.9;0
36;0.4328;26.9;44.5;51.5;0
37;0.4325;26.8;44.4;51.5;0
38;0.431;26.9;44.5;51.6;0
39;0.4352;26.9;44.5;51.6;0
40;0.4347;27.0;44.5;51.8;0
41;0.4341;26.9;44.6;51.6;0
42;0.4371;26.9;44.7;51.9;0
43;0.4356;27.0;44.6;51.9;0
44;0.437;26.9;44.6;51.7;0
45;0.4358;26.8;44.6;52.1;0
46;0.4331;26.8;44.6;51.9;0
47;0.4342;26.8;44.7;51.9;0
48;0.4361;26.8;44.8;52.0;0
49;0.4368;26.9;44.8;52.2;0
50;0.4345;26.8;44.8;52.1;0
51;0.4338;26.8;44.9;52.1;0
52;0.4336;26.7;44.9;52.1;0
53;0.4346;26.7;44.9;52.2;0
54;0.4352;26.8;44.9;52.1;0
55;0.4338;26.5;44.9;52.1;0
56;0.4366;26.5;44.9;52.1;0
57;0.4348;26.6;44.9;52.2;0
58;0.4357;26.7;44.9;52.1;0
59;0.4356;26.7;45.0;52.2;0
60;0.4339;26.7;45.0;52.1;0
61;0.4325;26.8;45.0;52.2;0
62;0.4339;26.8;45.0;52.2;0
63;0.434;26.9;45.0;52.1;0
64;0.4332;26.9;45.0;52.2;0
65;0.4352;26.8;45.0;52.3;0
66;0.4349;26.8;45.0;52.3;0
67;0.4366;26.9;45.0;52.2;0
68;0.4344;26.9;45.0;52.3;0
69;0.4368;26.8;45.0;52.3;0
70;0.435;26.8;45.0;52.4;0
71;0.4334;26.9;45.0;52.3;0
72;0.4352;27.0;45.0;52.3;0
73;0.4343;27.0;45.0;52.4;0
74;0.4319;27.1;45.0;52.4;0
75;0.4334;27.0;45.0;52.4;0
76;0.4331;27.2;45.0;52.5;0
77;0.4352;27.2;45.0;52.4;0
78;0.4375;27.2;45.0;52.2;0
79;0.4349;27.2;45.0;52.6;0
80;0.4341;27.2;45.0;52.6;0
81;0.437;27.2;44.9;52.6;0
82;0.4341;27.2;44.9;52.5;0
83;0.4336;27.2;44.9;52.5;0
84;0.431;27.2;44.9;52.6;0
85;0.4363;27.2;45.0;52.6;0
86;0.4328;27.2;45.0;52.6;0
87;0.4349;27.3;45.0;52.6;0
88;0.4325;27.2;44.9;52.6;0
89;0.4331;27.2;44.9;52.6;0
90;0.4338;27.2;44.9;52.6;0
91;0.4343;27.2;44.9;52.7;0
92;0.4342;27.2;44.9;52.7;0
93;0.4359;27.3;44.9;52.7;0
94;0.4345;27.3;44.9;52.7;0
95;0.4346;27.3;44.9;52.7;0
96;0.4316;27.3;44.9;52.7;0
97;0.4307;27.3;44.9;52.7;0
98;0.4318;27.4;44.9;52.8;0
99;0.4333;27.4;44.9;52.8;0
100;0.4333;27.4;44.9;52.7;0
101;0.4316;27.4;44.9;52.7;0
102;0.4313;27.4;44.9;52.7;0
103;0.4303;27.4;44.9;52.7;0
104;0.4325;27.4;44.9;52.7;0
105;0.4294;27.3;44.9;52.8;0
106;0.4287;27.3;44.9;52.7;0
107;0.4283;27.3;44.9;52.8;0
108;0.4262;27.3;44.9;52.7;0
109;0.4225;27.3;44.9;52.7;0
110;0.4229;27.4;44.9;52.7;0
111;0.4236;27.4;44.9;52.6;0
112;0.4234;27.4;44.9;52.6;0
113;0.4236;27.4;44.9;52.6;0
114;0.4218;27.4;44.9;52.6;0
115;0.4221;27.5;44.9;52.7;0
116;0.4223;27.5;44.9;52.7;0
117;0.4226;27.5;44.9;52.7;0
118;0.421;27.6;44.9;52.7;0
119;0.4219;27.5;44.9;52.7;0
120;0.4231;27.5;44.9;52.7;0
121;0.4234;27.5;44.9;52.6;0
122;0.4247;27.5;44.9;52.7;0
123;0.4218;27.5;44.9;52.7;0
124;0.4246;27.5;45.0;52.7;0
125;0.4246;27.5;44.9;52.8;0
126;0.4233;27.5;44.9;52.7;0
127;0.4237;27.5;44.9;52.8;0
128;0.4222;27.5;44.9;52.8;0
129;0.4237;27.5;45.0;52.7;0
130;0.4223;27.5;44.9;52.7;0
131;0.4222;27.5;44.9;52.7;0
132;0.4218;27.4;44.9;52.8;0
133;0.4218;27.3;44.9;52.8;0
134;0.4215;27.3;44.9;52.7;0
135;0.4214;27.3;44.9;52.8;0
136;0.423;27.3;44.9;52.8;0
137;0.4233;27.2;44.9;52.8;0
138;0.4224;27.2;44.8;52.8;0
139;0.4208;27.1;44.8;52.8;0
140;0.4225;27.0;44.7;52.8;0
141;0.4202;27.1;44.8;52.8;0
142;0.4201;27.0;44.8;52.8;0
143;0.4199;27.1;44.8;52.8;0
144;0.4186;27.1;44.7;52.9;0
145;0.4196;27.1;44.8;52.8;0
146;0.4186;27.1;44.8;52.9;0
147;0.4208;27.0;44.9;52.8;0
148;0.4206;27.0;44.8;52.8;0
149;0.421;27.1;44.8;52.9;0
150;0.4207;27.2;44.8;52.8;0
151;0.4217;27.2;44.8;52.9;0
152;0.4217;27.2;44.9;53.0;0
153;0.4207;27.3;44.9;52.8;0
154;0.4208;27.3;44.9;53.0;0
155;0.4218;27.3;44.9;53.0;0
156;0.422;27.3;44.9;52.9;0
157;0.4225;27.3;44.9;53.0;0
158;0.4228;27.3;44.9;53.1;0
159;0.4231;27.3;44.9;53.1;0
160;0.421;27.3;44.9;53.0;0
161;0.4203;27.3;44.9;53.1;0
162;0.421;27.3;44.9;53.0;0
163;0.4228;27.2;44.9;53.0;0
164;0.4222;27.3;44.9;53.0;0
165;0.4232;27.3;44.9;53.1;0
166;0.4227;27.3;44.9;53.0;0
167;0.4229;27.3;44.9;53.0;0
168;0.4241;27.3;44.9;53.1;0
169;0.4237;27.3;44.9;53.1;0
170;0.4232;27.3;44.9;53.1;0
171;0.4229;27.3;44.9;53.1;0
172;0.4223;27.3;44.9;53.1;0
173;0.4231;27.3;44.9;53.1;0
174;0.4233;27.2;44.9;53.1;0
175;0.4245;27.2;44.9;53.1;0
176;0.4206;27.2;44.9;53.1;0
177;0.4235;27.2;44.9;53.1;0
178;0.4249;27.2;44.9;53.2;0
179;0.4219;27.2;44.9;53.1;0
180;0.4224;27.2;44.9;53.2;0
181;0.4218;27.2;44.9;53.2;0
182;0.4225;27.2;44.9;53.2;0
183;0.4236;27.2;44.9;53.1;0
184;0.4272;27.2;45.0;53.2;0
185;0.4263;27.2;44.9;53.2;0
186;0.4261;27.2;44.9;53.2;0
187;0.4277;27.2;45.0;53.2;0
188;0.4251;27.1;44.9;53.3;0
189;0.4262;27.1;44.9;53.3;0
190;0.423;27.0;45.0;53.3;0
191;0.4249;27.0;45.0;53.3;0
192;0.4227;27.0;45.0;53.4;0
193;0.4225;27.0;45.0;53.3;0
194;0.4234;26.8;45.0;53.3;0
195;0.4232;26.8;45.0;53.4;0
196;0.426;26.8;45.0;53.3;0
197;0.4244;26.9;45.0;53.4;0
198;0.4274;27.0;45.1;53.4;0
199;0.427;27.0;45.1;53.5;0
200;0.4262;26.9;45.1;53.5;0
201;0.427;27.0;45.1;53.5;0
202;0.4286;27.0;45.1;53.5;0
203;0.4278;27.0;45.2;53.6;0
204;0.4303;27.1;45.1;53.6;0
205;0.4285;27.1;45.1;53.6;0
206;0.4312;27.1;45.2;53.7;0
207;0.4277;27.0;45.1;53.7;0
208;0.4263;27.1;45.1;53.7;0
209;0.4296;27.0;45.1;53.7;0
210;0.4311;26.9;45.1;53.6;0
211;0.4296;27.0;45.2;53.7;0
212;0.4309;27.0;45.1;53.7;0
213;0.4317;26.9;45.1;53.7;0
214;0.4319;26.9;45.1;53.7;0
215;0.4326;26.9;45.1;53.7;0
216;0.4307;26.9;45.1;53.8;0
217;0.4328;27.0;45.2;53.8;0
218;0.4321;26.9;45.2;53.8;0
219;0.4335;26.9;45.1;53.8;0
220;0.4333;26.8;45.0;53.8;0
221;0.4349;26.8;45.0;53.9;0
222;0.4352;26.9;45.0;54.0;0
223;0.4336;26.7;45.0;54.0;0
224;0.4335;26.6;44.9;54.0;0
225;0.4347;26.5;44.9;54.0;0
226;0.4308;26.4;44.9;54.0;0
227;0.4347;26.3;44.9;54.0;0
228;0.4324;26.1;44.9;54.0;0
229;0.4342;25.9;44.8;54.0;0
230;0.436;25.8;44.8;54.0;0
231;0.4368;25.6;44.8;54.0;0
232;0.4346;25.5;44.8;54.0;0
233;0.4377;25.5;44.8;54.0;0
234;0.4368;25.4;44.8;54.0;0
235;0.4358;25.3;44.7;54.0;0
236;0.4369;25.2;44.7;54.2;0
237;0.4366;25.2;44.7;54.2;0
238;0.4346;25.0;44.7;54.0;0
239;0.4378;24.9;44.6;54.0;0
240;0.4359;24.8;44.5;54.1;0
241;0.4377;24.7;44.5;54.2;0
242;0.4352;24.5;44.6;54.2;0
243;0.4369;24.4;44.4;54.1;0
244;0.4371;24.3;44.4;54.1;0
245;0.4366;24.2;44.4;54.1;0
246;0.4367;24.1;44.4;54.2;0
247;0.4377;24.0;44.4;54.1;0
248;0.4408;24.0;44.4;54.2;0
249;0.4402;24.0;44.4;54.1;0
250;0.4423;24.0;44.4;54.3;0
251;0.442;24.0;44.4;54.2;0
252;0.4422;24.0;44.4;54.1;0
253;0.4429;23.9;44.3;54.1;0
254;0.4407;23.9;44.3;54.2;0
255;0.4429;23.8;44.3;54.3;0
256;0.4433;23.9;44.3;54.2;0
257;0.4421;23.8;44.3;54.2;0
258;0.442;23.8;44.2;54.2;0
259;0.4427;23.8;44.2;54.2;0
260;0.4434;23.8;44.2;54.3;0
261;0.4427;23.7;44.2;54.3;0
262;0.4413;23.7;44.2;54.3;0
263;0.4429;23.7;44.2;54.1;0
264;0.4436;23.6;44.2;54.1;0
265;0.4423;23.6;44.2;54.1;0
266;0.4436;23.5;44.1;54.1;0
267;0.4421;23.5;44.0;54.1;0
268;0.4416;23.4;44.0;54.2;0
269;0.441;23.4;44.1;54.1;0
270;0.4422;23.4;44.1;54.1;0
271;0.4433;23.3;44.1;54.1;0
272;0.4441;23.3;44.0;54.1;0
273;0.4432;23.3;44.0;54.1;0
274;0.4401;23.2;43.9;54.1;0
275;0.442;23.2;44.0;54.3;0
276;0.4426;23.2;43.9;54.0;0
277;0.4417;23.1;43.9;54.1;0
278;0.4431;23.0;43.9;54.0;0
279;0.4411;23.0;43.8;53.9;0
280;0.4408;23.1;43.8;53.9;0
281;0.4417;22.9;43.8;53.9;0
282;0.4377;22.9;43.8;53.9;0
283;0.4362;22.8;43.8;53.8;0
284;0.441;22.7;43.8;53.8;0
285;0.4372;22.8;43.7;53.8;0
286;0.4392;22.8;43.7;53.7;0
287;0.4362;22.8;43.6;53.8;0
288;0.4365;22.8;43.6;53.7;0
289;0.4389;22.8;43.6;53.7;0
290;0.4393;22.8;43.7;53.6;0
291;0.4376;22.8;43.6;53.7;0
292;0.4348;22.8;43.6;53.6;0
293;0.4378;22.8;43.5;53.6;0
294;0.4367;22.8;43.5;53.7;0
295;0.4349;22.8;43.6;53.6;0
296;0.432;22.7;43.6;53.6;0
297;0.4323;22.7;43.6;53.5;0
298;0.4329;22.7;43.5;53.5;0
299;0.4342;22.7;43.4;53.5;0
300;0.4346;22.6;43.4;53.5;0
301;0.4375;22.5;43.4;53.4;0
302;0.4356;22.5;43.4;53.5;0
303;0.4341;22.5;43.4;53.5;0
304;0.4359;22.5;43.4;53.5;0
305;0.4357;22.5;43.4;53.4;0
306;0.4362;22.5;43.3;53.4;0
307;0.4339;22.5;43.3;53.4;0
308;0.4342;22.5;43.3;53.4;0
309;0.433;22.4;43.3;53.3;0
310;0.4315;22.4;43.3;53.3;0
311;0.4333;22.3;43.2;53.2;0
312;0.434;22.2;43.2;53.2;0
313;0.4332;22.2;43.2;53.2;0
314;0.4339;22.0;43.1;53.2;0
315;0.4332;22.1;43.1;53.2;0
316;0.435;22.1;43.0;53.2;0
317;0.4314;22.1;43.1;53.2;0
318;0.4305;22.1;43.1;53.2;0
319;0.4327;22.1;43.1;53.1;0
320;0.43;22.0;43.1;53.2;0
321;0.4304;21.9;43.0;53.1;0
322;0.4312;21.9;43.0;53.0;0
323;0.43;21.8;43.0;53.1;0
324;0.4293;21.8;42.9;53.0;0
325;0.4302;21.7;42.9;53.0;0
326;0.4321;21.7;42.8;53.0;0
327;0.4322;21.6;42.8;53.0;0
328;0.4288;21.6;42.8;53.0;0
329;0.4296;21.6;42.8;53.0;0
330;0.4302;21.4;42.7;52.9;0
331;0.4285;21.5;42.7;52.8;0
332;0.4297;21.3;42.6;52.8;0
333;0.4293;21.3;42.6;52.8;0
334;0.4302;21.3;42.5;52.8;0
335;0.4301;21.3;42.6;52.8;0
336;0.4323;21.4;42.6;52.8;0
337;0.4325;21.3;42.5;52.8;0
338;0.4295;21.2;42.5;52.8;0
339;0.4313;21.2;42.5;52.7;0
340;0.4298;21.2;42.5;52.7;0
341;0.4311;21.2;42.4;52.7;0
342;0.4318;21.2;42.4;52.7;0
343;0.4342;21.2;42.3;52.7;0
344;0.4321;21.1;42.3;52.7;0
345;0.4303;21.1;42.3;52.7;0
346;0.4305;21.1;42.3;52.7;0
347;0.4291;21.1;42.3;52.7;0
348;0.4284;21.1;42.2;52.6;0
349;0.4273;21.1;42.2;52.6;0
350;0.4295;21.1;42.2;52.6;0
351;0.4275;21.0;42.2;52.6;0
352;0.4272;21.0;42.1;52.6;0
353;0.4254;20.9;42.1;52.5;0
354;0.4273;20.9;42.0;52.5;0
355;0.426;20.9;42.0;52.4;0
356;0.426;21.0;42.1;52.4;0
357;0.4305;20.9;42.1;52.4;0
358;0.4294;20.8;42.1;52.4;0
359;0.4293;20.8;42.1;52.4;0
360;0.4291;20.8;42.1;52.4;0
361;0.4302;20.9;42.1;52.4;0
362;0.429;20.9;42.0;52.4;0
363;0.4268;20.7;42.0;52.3;0
364;0.4243;20.7;42.0;52.3;0
365;0.4247;20.7;41.9;52.3;0
366;0.4234;20.7;41.8;52.2;0
367;0.425;20.6;41.9;52.2;0
368;0.4255;20.6;41.7;52.0;0
369;0.4223;20.7;41.7;52.1;0
370;0.4216;20.6;41.7;51.9;0
371;0.4211;20.6;41.7;51.9;0
372;0.4231;20.6;41.6;52.0;0
373;0.4216;20.6;41.6;51.9;0
374;0.421;20.6;41.4;51.7;0
375;0.4198;20.6;41.5;51.6;0
376;0.4222;20.6;41.3;51.6;0
377;0.4184;20.6;41.3;51.5;0
378;0.4194;20.7;41.2;51.5;0
379;0.4157;20.5;41.1;51.4;0
380;0.4151;20.5;41.1;51.3;0
381;0.4147;20.5;41.0;51.2;0
382;0.4159;20.4;40.9;51.2;0
383;0.4136;20.3;40.7;51.1;0
384;0.414;20.2;40.5;51.0;0
385;0.4134;20.0;40.4;50.9;0
386;0.4135;19.9;40.1;50.8;0
387;0.4135;19.9;40.1;50.8;0
388;0.4162;19.8;39.9;50.6;0
389;0.4169;19.8;39.8;50.7;0
390;0.4151;19.7;39.6;50.6;0
391;0.4168;19.7;39.5;50.6;0
392;0.4174;19.7;39.4;50.4;0
393;0.4138;19.7;39.3;50.4;0
394;0.4126;19.6;39.2;50.3;0
395;0.4117;19.6;39.2;50.2;0
396;0.4144;19.4;39.1;50.0;0
397;0.4131;19.3;39.0;49.9;0
398;0.4156;19.2;39.0;49.8;0
399;0.4144;19.2;38.8;49.7;0
400;0.4156;19.1;38.8;49.7;0
401;0.4147;18.9;38.6;49.7;0
402;0.4126;19.0;38.7;49.6;0
403;0.4104;18.8;38.7;49.5;0
404;0.4117;18.8;38.6;49.3;0
405;0.4089;18.9;38.6;49.4;0
406;0.4097;18.7;38.6;49.3;0
407;0.41;18.7;38.5;49.2;0
408;0.4102;18.7;38.4;49.2;0
409;0.4107;18.6;38.5;49.2;0
410;0.4075;18.6;38.5;49.1;0
411;0.4086;18.6;38.5;49.1;0
412;0.4095;18.6;38.4;49.1;0
413;0.4056;18.5;38.4;49.1;0
414;0.4079;18.5;38.3;49.0;0
415;0.409;18.6;38.4;49.0;0
416;0.4102;18.6;38.4;49.0;0
417;0.407;18.7;38.3;49.0;0
418;0.4066;18.7;38.3;49.0;0
419;0.4061;18.7;38.3;49.0;0
420;0.4083;18.6;38.2;48.9;0
421;0.4063;18.6;38.2;48.7;0
422;0.4066;18.6;38.2;48.8;0
423;0.4044;18.6;38.2;48.8;0
424;0.4049;18.6;38.2;48.7;0
425;0.4056;18.6;38.1;48.6;0
426;0.4041;18.6;38.1;48.6;0
427;0.405;18.6;38.0;48.5;0
428;0.4034;18.6;37.9;48.5;0
429;0.4032;18.6;37.9;48.4;0
430;0.4015;18.6;37.9;48.4;0
431;0.401;18.6;37.9;48.1;0
432;0.4;18.6;38.0;48.1;0
433;0.4004;18.5;37.8;48.0;0
434;0.4001;18.5;37.8;48.0;0
435;0.3996;18.5;37.8;47.9;0
436;0.3975;18.5;37.8;47.9;0
437;0.3987;18.5;37.8;47.8;0
438;0.3998;18.5;37.8;47.8;0
439;0.3976;18.5;37.7;47.7;0
440;0.3972;18.5;37.7;47.7;0
441;0.3982;18.5;37.7;47.6;0
442;0.3971;18.5;37.7;47.6;0
443;0.3963;18.6;37.7;47.5;0
444;0.397;18.6;37.6;47.6;0
445;0.3955;18.6;37.6;47.4;0
446;0.3972;18.5;37.6;47.4;0
447;0.3986;18.5;37.6;47.5;0
448;0.4001;18.5;37.5;47.4;0
449;0.3985;18.5;37.4;47.4;0
450;0.3989;18.5;37.4;47.3;0
451;0.3992;18.5;37.5;47.3;0
452;0.3992;18.6;37.4;47.3;0
453;0.3986;18.6;37.4;47.3;0
454;0.3976;18.6;37.4;47.2;0
455;0.397;18.6;37.3;47.2;0
456;0.394;18.6;37.3;47.2;0
457;0.3944;18.6;37.3;47.1;0
458;0.3937;18.5;37.4;47.0;0
459;0.3953;18.5;37.3;46.9;0
460;0.3937;18.5;37.3;46.9;0
461;0.3931;18.5;37.4;46.9;0
462;0.3912;18.5;37.3;46.9;0
463;0.3922;18.4;37.3;46.8;0
464;0.3881;18.4;37.2;46.7;0
465;0.3864;18.3;37.2;46.7;0
466;0.3863;18.3;37.2;46.7;0
467;0.385;18.4;37.2;46.6;0
468;0.3841;18.3;37.2;46.5;0
469;0.3827;18.4;37.2;46.5;0
470;0.3814;18.3;37.2;46.4;0
471;0.3803;18.3;37.2;46.3;0
472;0.3803;18.3;37.2;46.3;0
473;0.3801;18.3;37.2;46.2;0
474;0.3796;18.3;37.2;46.1;0
475;0.3772;18.3;37.2;46.1;0
476;0.3759;18.4;37.2;46.0;0
477;0.3744;18.3;37.2;45.9;0
478;0.3752;18.3;37.3;45.8;0
479;0.3737;18.3;37.2;45.8;0
480;0.378;18.2;37.2;45.7;0
481;0.374;18.2;37.2;45.8;0
482;0.3769;18.2;37.2;45.6;0
483;0.3788;18.3;37.2;45.6;0
484;0.3762;18.2;37.2;45.7;0
485;0.3775;18.2;37.2;45.7;0
486;0.3768;18.2;37.2;45.6;0
487;0.3799;18.2;37.2;45.7;0
488;0.3771;18.2;37.2;45.5;0
489;0.3755;18.2;37.2;45.5;0
490;0.374;18.2;37.2;45.4;0
491;0.3738;18.2;37.2;45.4;0
492;0.3747;18.2;37.2;45.3;0
493;0.3703;18.2;37.1;45.2;0
494;0.3716;18.2;37.2;45.2;0
495;0.3663;18.2;37.2;45.2;0
496;0.3666;18.2;37.1;45.1;0
497;0.3655;18.2;37.2;45.0;0
498;0.3633;18.2;37.1;44.8;0
499;0.3627;18.2;37.2;44.8;0
500;0.3635;18.2;37.2;44.8;0
501;0.363;18.2;37.2;44.7;0
502;0.3631;18.2;37.2;44.7;0
503;0.3631;18.2;37.2;44.7;0
504;0.3619;18.2;37.2;44.7;0
505;0.3624;18.2;37.2;44.7;0
506;0.3634;18.2;37.2;44.6;0
507;0.362;18.2;37.1;44.6;0
508;0.3613;18.2;37.2;44.5;0
509;0.3612;18.2;37.2;44.5;0
510;0.3602;18.2;37.2;44.4;0
511;0.3587;18.2;37.2;44.5;0
512;0.3601;18.2;37.2;44.4;0
513;0.3613;18.2;37.2;44.4;0
514;0.3606;18.2;37.2;44.3;0
515;0.3608;18.2;37.3;44.3;0
516;0.3594;18.3;37.2;44.3;0
517;0.3591;18.3;37.2;44.2;0
518;0.358;18.2;37.2;44.2;0
519;0.3589;18.2;37.2;44.1;0
520;0.3558;18.2;37.2;44.1;0
521;0.3583;18.2;37.2;44.0;0
522;0.3571;18.2;37.2;44.0;0
523;0.3564;18.2;37.2;44.0;0
524;0.3558;18.2;37.2;43.9;0
525;0.3562;18.2;37.1;43.9;0
526;0.3563;18.2;37.1;43.9;0
527;0.3544;18.2;37.1;43.8;0
528;0.3546;18.2;37.1;43.8;0
529;0.3527;18.2;37.1;43.7;0
530;0.3543;18.2;37.1;43.7;0
531;0.3544;18.3;37.1;43.7;0
532;0.3572;18.2;37.1;43.6;0
533;0.3574;18.2;37.1;43.6;0
534;0.3552;18.1;37.1;43.6;0
535;0.3548;18.1;36.9;43.5;0
536;0.3544;18.1;37.0;43.5;0
537;0.3566;18.0;37.0;43.5;0
538;0.3542;17.9;36.8;43.4;0
539;0.3557;18.0;36.8;43.4;0
540;0.3535;18.0;36.9;43.4;0
541;0.3541;18.0;36.9;43.4;0
542;0.3518;17.9;36.8;43.3;0
543;0.3535;17.9;36.7;43.3;0
544;0.3529;17.8;36.7;43.3;0
545;0.3529;17.8;36.7;43.2;0
546;0.3489;17.8;36.7;43.2;0
547;0.3491;17.8;36.6;43.2;0
548;0.3477;17.7;36.5;43.2;0
549;0.3513;17.7;36.6;43.1;0
550;0.3494;17.7;36.6;43.1;0
551;0.3475;17.7;36.4;43.1;0
552;0.3479;17.7;36.5;43.0;0
553;0.3466;17.6;36.5;43.0;0
554;0.3466;17.6;36.3;42.9;0
555;0.3476;17.6;36.4;42.9;0
556;0.3443;17.5;36.3;42.8;0
557;0.3444;17.5;36.2;42.5;0
558;0.3425;17.5;36.2;42.5;0
559;0.3414;17.5;36.2;42.4;0
560;0.3419;17.5;36.1;42.4;0
561;0.3424;17.5;36.1;42.3;0
562;0.3405;17.5;36.0;42.3;0
563;0.341;17.5;36.0;42.2;0
564;0.3386;17.5;36.1;42.2;0
565;0.3396;17.4;35.9;42.2;0
566;0.3408;17.4;35.9;42.1;0
567;0.3392;17.3;35.9;42.1;0
568;0.3391;17.4;35.8;42.1;0
569;0.3374;17.3;35.7;42.0;0
570;0.3378;17.3;35.8;42.0;0
571;0.3371;17.3;35.7;42.0;0
572;0.3361;17.3;35.6;41.9;0
573;0.3346;17.3;35.6;41.8;0
574;0.3338;17.3;35.6;41.8;0
575;0.3342;17.3;35.5;41.8;0
576;0.335;17.3;35.5;41.8;0
577;0.3341;17.3;35.5;41.7;0
578;0.3332;17.3;35.5;41.6;0
579;0.3333;17.2;35.4;41.7;0
580;0.3331;17.2;35.4;41.6;0
581;0.331;17.2;35.4;41.6;0
582;0.3325;17.2;35.3;41.5;0
583;0.3294;17.2;35.3;41.5;0
584;0.3292;17.2;35.3;41.5;0
585;0.3302;17.2;35.3;41.4;0
586;0.3286;17.2;35.1;41.4;0
587;0.3269;17.1;34.9;41.2;0
588;0.3266;17.1;34.9;41.1;0
589;0.3264;17.1;34.9;41.1;0
590;0.3262;17.1;34.8;41.0;0
591;0.3239;17.1;34.7;41.0;0
592;0.324;17.1;34.8;40.9;0
593;0.3234;17.1;34.8;40.9;0
594;0.325;17.1;34.6;40.8;0
595;0.3241;17.1;34.7;40.8;0
596;0.3232;17.0;34.7;40.7;0
597;0.3223;17.1;34.6;40.7;0
598;0.3228;17.1;34.5;40.7;0
599;0.3178;17.0;34.4;40.4;0
600;0.3183;17.1;34.4;40.4;0
601;0.3177;17.1;34.3;40.3;0
602;0.3177;17.0;34.3;40.3;0
603;0.3163;17.1;34.3;40.0;0
604;0.3168;17.1;34.4;40.2;0
605;0.317;17.1;34.3;40.2;0
606;0.3163;17.0;34.2;39.9;0
607;0.3156;17.0;34.2;39.9;0
608;0.3146;17.0;34.2;40.0;0
609;0.3152;16.9;34.1;39.8;0
610;0.3157;16.9;34.0;39.8;0
611;0.3177;16.9;34.1;39.7;0
612;0.3159;16.9;34.1;39.7;0
613;0.3163;16.9;34.0;39.7;0
614;0.3165;16.9;33.9;39.7;0
615;0.3172;16.9;33.9;39.6;0
616;0.3152;16.9;33.9;39.7;0
617;0.3148;16.8;33.8;39.5;0
618;0.3138;16.8;33.7;39.5;0
619;0.314;16.8;33.7;39.4;0
620;0.3149;16.8;33.7;39.4;0
621;0.3135;16.8;33.7;39.4;0
622;0.3144;16.8;33.7;39.4;0
623;0.3135;16.8;33.7;39.4;0
624;0.3146;16.8;33.6;39.3;0
625;0.3124;16.8;33.7;39.3;0
626;0.3125;16.8;33.6;39.3;0
627;0.3122;16.8;33.6;39.3;0
628;0.3109;16.8;33.6;39.2;0
629;0.3113;16.7;33.5;39.2;0
630;0.3115;16.8;33.5;39.2;0
631;0.3118;16.8;33.5;39.1;0
632;0.3117;16.8;33.4;39.1;0
633;0.3112;16.8;33.5;39.1;0
634;0.3122;16.8;33.4;39.1;0
635;0.3133;16.8;33.4;39.0;0
636;0.3106;16.8;33.5;39.0;0
637;0.3108;16.8;33.5;39.0;0
638;0.3096;16.8;33.3;38.9;0
639;0.3105;16.8;33.4;39.0;0
640;0.3093;16.8;33.3;38.9;0
641;0.3088;16.8;33.3;38.9;0
642;0.3094;16.8;33.3;38.9;0
643;0.3082;16.8;33.3;38.9;0
644;0.309;16.8;33.3;38.8;0
645;0.3093;16.8;33.3;38.8;0
646;0.3074;16.7;33.3;38.8;0
647;0.3097;16.8;33.3;38.8;0
648;0.3065;16.8;33.3;38.7;0
649;0.3095;16.7;33.4;38.7;0
650;0.3089;16.8;33.3;38.7;0
651;0.3085;16.8;33.3;38.7;0
652;0.3084;16.8;33.4;38.7;0
653;0.309;16.8;33.3;38.7;0
654;0.3078;16.8;33.4;38.7;0
655;0.3073;16.8;33.3;38.6;0
656;0.3051;16.8;33.3;38.6;0
657;0.3041;16.9;33.3;38.6;0
658;0.305;16.9;33.2;38.6;0
659;0.3066;16.9;33.2;38.6;0
660;0.3043;16.8;33.2;38.5;0
661;0.3028;16.8;33.2;38.5;0
662;0.3041;16.8;33.2;38.5;0
663;0.3044;16.8;33.3;38.5;0
664;0.303;16.8;33.3;38.4;0
665;0.304;16.7;33.3;38.4;0
666;0.3031;16.7;33.2;38.4;0
667;0.3049;16.8;33.3;38.4;0
